id,claim_date,slug,claim,type,target,cluster_id,canonical_statement,specificity,falsifiability,status_at_eval,horizon_type,horizon_value
claim_0101,2023-02-13,5-myths-about-learning-and-innateness,The cognitive divergence between chimps and humans raised together is evidence that humans have fundamentally different innate learning mechanisms.,descriptive,human cognitive uniqueness,need_hybrid_neurosymbolic,Progress toward AGI requires hybrid neurosymbolic architectures combining neural networks with structured symbolic reasoning.,med,partial,untestable,none,
claim_0102,2023-02-13,5-myths-about-learning-and-innateness,"On pain of infinite regress, at least some learning mechanisms must be innate, making some form of nativism logically necessary.",descriptive,nativism vs empiricism,need_hybrid_neurosymbolic,Progress toward AGI requires hybrid neurosymbolic architectures combining neural networks with structured symbolic reasoning.,low,no,untestable,none,
claim_0103,2023-02-13,deepfakes-versus-deep-understanding,Meta's Make-A-Video demonstrates that text-to-video AI systems make fundamental errors about physical attributes of objects and entities.,descriptive,text-to-video AI,sora_video_unreliable,AI video generation (especially Sora) cannot simulate real physics and produces physically impossible outputs.,high,yes,supported,none,
claim_0104,2023-02-13,deepfakes-versus-deep-understanding,"AI is stuck in an uncanny valley where outputs appear superficially impressive but contain fundamental errors, and this will persist for some time.",predictive,AI systems,ai_benchmarks_misleading,"AI benchmarks and demos are frequently misleading, creating false impressions of capabilities.",low,partial,mixed,relative,a while
claim_0105,2023-02-13,did-googleai-just-snooker-one-of,No AI system has yet demonstrated human-child-level compositional understanding of language,descriptive,AI compositionality,ai_child_safety,AI systems pose particular dangers to children and teens that remain unaddressed.,med,partial,mixed,none,
claim_0106,2023-02-13,did-googleai-just-snooker-one-of,"Current AI systems are fundamentally weak at compositionality, which is the core of how language works",descriptive,AI compositionality,llms_lack_compositionality,LLMs and neural nets fundamentally lack compositionality -- the ability to understand novel combinations of concepts.,low,partial,mixed,none,
claim_0107,2023-02-13,did-googleai-just-snooker-one-of,Every claimed solution to compositionality in neural networks has fallen apart upon careful inspection,descriptive,AI compositionality,llms_lack_compositionality,LLMs and neural nets fundamentally lack compositionality -- the ability to understand novel combinations of concepts.,low,partial,mixed,none,
claim_0108,2023-02-13,did-googleai-just-snooker-one-of,"A potential future AI winter would be caused by hype exceeding reality, not by AI being impossible",predictive,AI winter,genai_bubble_will_burst,The generative AI industry is a financial bubble with massive spending relative to revenue that will eventually burst.,low,partial,pending,none,
claim_0109,2023-02-13,did-googleai-just-snooker-one-of,Compositionality is the fundamental barrier (wall) for current AI progress,descriptive,AI compositionality,llms_lack_compositionality,LLMs and neural nets fundamentally lack compositionality -- the ability to understand novel combinations of concepts.,low,partial,contradicted,none,
claim_0110,2023-02-13,did-googleai-just-snooker-one-of,"Google likely tested Imagen on the Winoground compositionality benchmark and failed, and chose not to disclose the results",descriptive,Google Imagen,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,high,partial,untestable,none,
claim_0111,2023-02-13,form-function-and-the-giant-gulf,"Image generation systems like DALL-E and Stable Diffusion do not understand the function of objects they depict, such as what wheels are for",descriptive,text-to-image AI systems,ai_image_gen_unreliable,"AI image generation systems fail at compositional understanding, spatial relationships, and faithful prompt adherence.",med,partial,mixed,none,
claim_0112,2023-02-13,form-function-and-the-giant-gulf,"Text-to-image systems have inconsistent ability to correlate linguistic input with image output, succeeding on some prompts and failing on others",descriptive,text-to-image AI systems,llms_no_real_understanding,LLMs are fundamentally statistical pattern matchers / next-word predictors without genuine understanding.,med,partial,supported,none,
claim_0113,2023-02-13,form-function-and-the-giant-gulf,Text-to-image AI systems may revolutionize art but do not represent progress toward general intelligence,descriptive,text-to-image AI systems and AGI,llms_lack_world_models,LLMs do not build genuine world models or understand the world; they manipulate statistical patterns without comprehension.,low,partial,mixed,none,
claim_0114,2023-02-13,how-new-are-yann-lecuns-new-ideas,LeCun's 2022 claims about AI limitations closely mirror Marcus's 2018 arguments in Deep Learning: A Critical Appraisal,descriptive,Yann LeCun,lecun_criticism,"Yann LeCun's positions (anti-symbolic, dismissive of risks) have been counterproductive for the AI field.",med,partial,untestable,none,
claim_0115,2023-02-13,how-new-are-yann-lecuns-new-ideas,Cognitive models and reasoning will not emerge from simply scaling up language training corpora,predictive,large language models,llms_cannot_reason_reliably,"LLMs cannot perform genuine, reliable reasoning; they approximate it through statistical pattern matching that breaks on novel problems.",med,partial,mixed,none,
claim_0116,2023-02-13,how-new-are-yann-lecuns-new-ideas,"Systems like GPT-2 lack explicit common sense knowledge, explicit reasoning, and explicit cognitive models of the world",descriptive,GPT-2 and large language models,llms_cannot_reason_reliably,"LLMs cannot perform genuine, reliable reasoning; they approximate it through statistical pattern matching that breaks on novel problems.",med,partial,supported,none,
claim_0117,2023-02-13,sub-optimal,Robotics is consistently harder than people anticipate,descriptive,robotics,llms_unreliable_for_critical_apps,"LLMs are too unreliable for high-stakes applications including medicine, law, autonomous vehicles, and robotics.",low,no,supported,none,
claim_0118,2023-02-13,sub-optimal,Self-driving car techniques may not transfer to domestic robotics because homes are far more varied and unpredictable than roads,causal,Tesla Optimus / domestic robotics,musk_ai_hypocrisy,"Elon Musk is hypocritical on AI safety; his ventures (xAI, DOGE, Tesla) demonstrate reckless deployment and pursuit of power.",med,partial,supported,none,
claim_0119,2023-02-13,sub-optimal,"The core challenge in robotics is robustness in real-world conditions, not staged demonstrations",descriptive,robotics,llms_unreliable_for_critical_apps,"LLMs are too unreliable for high-stakes applications including medicine, law, autonomous vehicles, and robotics.",low,no,supported,none,
claim_0120,2023-02-13,the-new-sport-of-misrepresenting,"The fundamental AI challenges Marcus identified in 2012 (lack of causal reasoning, abstract understanding, logical inference, integration of abstract knowledge) remain unsolved",descriptive,deep learning limitations,llms_lack_world_models,LLMs do not build genuine world models or understand the world; they manipulate statistical patterns without comprehension.,med,partial,mixed,none,
claim_0121,2023-02-13,the-new-sport-of-misrepresenting,Neural network performance on logic benchmarks is often driven by statistical artifacts rather than genuine reasoning ability,descriptive,neural network reasoning,miscellaneous,Miscellaneous claims that do not fit neatly into any other cluster.,med,partial,mixed,none,
claim_0122,2023-02-13,the-new-sport-of-misrepresenting,State-of-the-art AI models exploit spurious statistical patterns rather than learning meaning in a flexible and generalizable way,descriptive,deep learning models,llms_no_real_understanding,LLMs are fundamentally statistical pattern matchers / next-word predictors without genuine understanding.,med,partial,mixed,none,
claim_0123,2023-02-13,too-much-benefit-of-the-doubt,"As of 2022, AI has not achieved genuine comprehension and very few jobs have been replaced by AI",descriptive,AI capabilities and labor market impact,ai_job_disruption_overhyped,Claims that AI will massively replace human jobs are premature; AI augments rather than replaces most workers.,med,partial,supported,none,
claim_0124,2023-02-13,too-much-benefit-of-the-doubt,AI augmentation of human workers is fundamentally easier than full replacement because it does not require solving the entire job,descriptive,AI augmentation vs replacement,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,low,no,supported,none,
