theme3_id,theme_label,step_index,from_cluster2_id,to_cluster2_id,from_date,to_date,from_horizon_values,to_horizon_values,horizon_drift,from_certainty,to_certainty,certainty_drift,lexical_drift,drift_score,from_quote,to_quote
theme3_1035472658e9,regulation_policy,8,cluster2_04c1fbce74d6,cluster2_7989341649ca,2025-05-14,2025-05-14,,,stable,balanced,balanced,stable,0.960,1,"The comparison here is not between a coherent federal laws versus a patchwork of a state laws, but between essentially zero enduring federal AI law (only executive orders that seem to come and go with the tides) and the well-intentioned efforts of many state legislators to make up for the fact that Washington has failed.","If Washington wants to pass a comprehensive privacy or AI law with teeth, more power to them, but we all know this is unlikely; Frazier and Thierer would leave citizens out to dry, much as low-touch advocates have left us all out to dry when it comes to social media."
theme3_1035472658e9,regulation_policy,9,cluster2_7989341649ca,cluster2_95d9c5d2eb34,2025-05-14,2025-05-14,,,stable,balanced,balanced,stable,0.984,1,"If Washington wants to pass a comprehensive privacy or AI law with teeth, more power to them, but we all know this is unlikely; Frazier and Thierer would leave citizens out to dry, much as low-touch advocates have left us all out to dry when it comes to social media.","The provision, which is likely at odds with the 10th Amendment, demands that “ no state or political subdivision may enforce any law or regulation regulating artificial intelligence models, artificial intelligence systems, or automated decision systems during the 10-year period beginning on the date of the enactment of this Act. ” The measure would prohibit any state from regulating AI for the next ten years in any way—even in the absence of any federal standards."
theme3_1035472658e9,regulation_policy,10,cluster2_95d9c5d2eb34,cluster2_ceeba577a4ba,2025-05-14,2025-05-14,,,stable,balanced,balanced,stable,1.000,1,"The provision, which is likely at odds with the 10th Amendment, demands that “ no state or political subdivision may enforce any law or regulation regulating artificial intelligence models, artificial intelligence systems, or automated decision systems during the 10-year period beginning on the date of the enactment of this Act. ” The measure would prohibit any state from regulating AI for the next ten years in any way—even in the absence of any federal standards.","A Pew Research Center survey found that 52% of Americans are more concerned than excited about AI’s potential, and 67% doubt that government oversight will be sufficient or timely."
theme3_1035472658e9,regulation_policy,11,cluster2_ceeba577a4ba,cluster2_ff478a2fa2a2,2025-05-14,2025-05-16,,2023-12-31,more_specific,balanced,balanced,stable,0.964,1,"A Pew Research Center survey found that 52% of Americans are more concerned than excited about AI’s potential, and 67% doubt that government oversight will be sufficient or timely.","The US Capitol, May 15, 2023, photo by the author, the night before the Senate’s first hearing on AI oversight We need to maximize the good over the bad."
theme3_1035472658e9,regulation_policy,12,cluster2_ff478a2fa2a2,cluster2_dbcc801b46bd,2025-05-16,2025-11-21,2023-12-31,,less_specific,balanced,balanced,stable,1.000,2,"The US Capitol, May 15, 2023, photo by the author, the night before the Senate’s first hearing on AI oversight We need to maximize the good over the bad.",Suffice for now to say that we have built (and continue to build) our entire national policy (such as it is) around an idea that was never grounded in a sound analysis of AI.
theme3_1035472658e9,regulation_policy,13,cluster2_dbcc801b46bd,cluster2_f99310f5d0f5,2025-11-21,2026-02-01,,,stable,balanced,balanced,stable,0.977,1,Suffice for now to say that we have built (and continue to build) our entire national policy (such as it is) around an idea that was never grounded in a sound analysis of AI.,"If this intro just gave you whiplash, imagine my reaction when I first started playing around with Clawdbot , the incredible open-source project by Peter Steinberger (a name that should be familiar to longtime MacStories readers ) that’s become very popular in certain AI communities over the past few weeks."
theme3_1035472658e9,regulation_policy,14,cluster2_f99310f5d0f5,cluster2_affefc0988dc,2026-02-01,2026-02-26,,,stable,balanced,balanced,stable,1.000,1,"If this intro just gave you whiplash, imagine my reaction when I first started playing around with Clawdbot , the incredible open-source project by Peter Steinberger (a name that should be familiar to longtime MacStories readers ) that’s become very popular in certain AI communities over the past few weeks.","Please call or write your Senators and Representatives right now . § AI policy, especially of this magnitude, is something that American people should have a say in."
theme3_10988792d03a,regulation_policy,1,cluster2_64d737f97138,cluster2_0f900e372ae1,2023-10-17,2024-04-08,,,stable,balanced,balanced,stable,0.984,1,"For months, something that Sam Altman said while sitting next to me in May at the US Senate Judiciary Subcommittee on AI Oversight has been reverberating back and forth across my brain: “We are not currently training what will be GPT-5.","“hubris and the tragedy of generative AI“ You may have read yesterday’s New York Times report by Cade Metz and others on how many of the biggest AI companies have been cutting ethical corners in a race to gather as much data as possible (“OpenAI, Google and Meta ignored corporate policies, altered their own rules and discussed skirting copyright law as they sought online information to train their newest artificial intelligence systems”)."
theme3_1153785f29bf,safety_alignment,1,cluster2_00cbaef0208a,cluster2_4b86da1eec1b,2023-02-16,2023-08-27,,,stable,balanced,balanced,stable,1.000,1,"As such, I suspect we are indeed in almost perfect alignment as to the essence of the future except that we are slip sliding on the edges of these symbols.",Most of the public discourse around AI risk is about whether superintelligent AI (if and when it exists) will extinguish our species - an important question that deserves answers.
theme3_1153785f29bf,safety_alignment,2,cluster2_4b86da1eec1b,cluster2_fb5aec239690,2023-08-27,2023-08-27,,,stable,balanced,balanced,stable,1.000,1,Most of the public discourse around AI risk is about whether superintelligent AI (if and when it exists) will extinguish our species - an important question that deserves answers.,"We have atomic bombs and one crazy leader is what it will take for doom”; eventually, we might have AI that is equally risky in the hands of a desperate, deranged leader."
theme3_1153785f29bf,safety_alignment,3,cluster2_fb5aec239690,cluster2_3dec21a8cf25,2023-08-27,2023-10-05,,near_term,more_specific,balanced,balanced,stable,0.974,1,"We have atomic bombs and one crazy leader is what it will take for doom”; eventually, we might have AI that is equally risky in the hands of a desperate, deranged leader.","And here is why all this matters: safety, which is what Tegmark really cares about, is not going to emerge anytime soon, and probably ever, from hit-or-miss systems that substitute correlation for a factual, structured, interrogable representations of the world."
theme3_1153785f29bf,safety_alignment,4,cluster2_3dec21a8cf25,cluster2_5620ee5cfe93,2023-10-05,2024-08-20,near_term,,less_specific,balanced,balanced,stable,1.000,2,"And here is why all this matters: safety, which is what Tegmark really cares about, is not going to emerge anytime soon, and probably ever, from hit-or-miss systems that substitute correlation for a factual, structured, interrogable representations of the world.","If its specter causes even one AI company to think through its actions, or to take the alignment of AI models to human values more seriously, it will be to the good."
theme3_1153785f29bf,safety_alignment,5,cluster2_5620ee5cfe93,cluster2_f6e124c46c1e,2024-08-20,2024-09-10,,,stable,balanced,balanced,stable,0.964,1,"If its specter causes even one AI company to think through its actions, or to take the alignment of AI models to human values more seriously, it will be to the good.","In the actual world, I will be surprised if either candidate says much of anything about AI at all; even more surprised if either candidate makes any commitments as to how to mitigate any of AI’s harms."
theme3_1153785f29bf,safety_alignment,6,cluster2_f6e124c46c1e,cluster2_c69e931111d8,2024-09-10,2024-10-05,,,stable,balanced,balanced,stable,1.000,1,"In the actual world, I will be surprised if either candidate says much of anything about AI at all; even more surprised if either candidate makes any commitments as to how to mitigate any of AI’s harms.",The case that AI will do serious harm to the environment if we continue on the current path is actually much stronger.
theme3_1153785f29bf,safety_alignment,7,cluster2_c69e931111d8,cluster2_a8c240732db5,2024-10-05,2024-10-24,,,stable,balanced,balanced,stable,1.000,1,The case that AI will do serious harm to the environment if we continue on the current path is actually much stronger.,"However, this will also predictably dissuade other safety-minded people from joining going forward."
