cluster_id,canonical_norm,representative_claim,category_mode,claim_type_mode,falsifiability_tier_mode,target_mode,first_date,last_date,occurrences,source_posts,source_urls,supporting_claim_ids
cluster_290a8268f93a,what was not said by the well informed source was that we should expect gpt 5 anytime soon,What was not said by the well informed source was that we should expect GPT-5 anytime soon.,policy,normative,tier_3,llms,2025-01-09,2025-01-09,1,agi-isnt-coming-in-2025-and-gpt-5,https://garymarcus.substack.com/p/agi-isnt-coming-in-2025-and-gpt-5,claim_00693
cluster_7cd8b7786a4d,what was meant there was not merely having a generality of knowledge and capability similar to that of a typical humans and to be clear o3 isn t there yet it s way superhuman in some ways and badly subhuman in others but also having a human like ability to generalize from experience to very different situations and no llm centered system i ve seen comes remotely close to this anyone who tries to tell you otherwise is either confused or trying to hype something,"What was meant there was not merely having a generality of knowledge and capability similar to that of a typical humans (and to be clear o3 isn't there yet, it's way superhuman in some ways and badly subhuman in others), but also having a human-like ability to generalize from experience to very different situations... and no LLM-centered system I've seen comes remotely close to this. … Anyone who tries to tell you otherwise is either confused or trying to hype something.",technical_assessment,descriptive,tier_3,llms,2025-01-14,2025-01-14,1,agi-versus-broad-shallow-intelligence,https://garymarcus.substack.com/p/agi-versus-broad-shallow-intelligence,claim_00698
cluster_98dba34b18f5,what silicon valley and indeed the world is waiting for is gpt 4 i guarantee that minds will be blown,"What Silicon Valley, and indeed the world, is waiting for, is GPT-4. § I guarantee that minds will be blown.",prediction,predictive,tier_2,llms,2023-02-15,2023-02-15,1,what-to-expect-when-youre-expecting,https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting,claim_00094
cluster_619e87d9c81f,what musk is saying based on this and similar but slightly clearer wording in march on the joe rogan show is that agi will be able to do any intellectual work that any human can do by the end of next year,What I think Musk is saying (based on this and similar but slightly clearer wording in March on the Joe Rogan show) is that AGI will be able to do any intellectual work that any human can do by the end of next year.,capability,predictive,tier_2,agi,2024-04-14,2024-04-14,1,superhuman-agi-is-not-nigh,https://garymarcus.substack.com/p/superhuman-agi-is-not-nigh,claim_00463
cluster_9c987b19b2ec,what is striking is that lecun was at the time publicly hostile to those critiques accusing me of a rearguard action i spent much of the next several years arguing against llms lecun frequently tussled with me and never once publicly supported my critique,"What is striking is that LeCun was, at the time, publicly hostile to those critiques, accusing me of a “ rearguard action .” I spent much of the next several years arguing against LLMs; LeCun frequently tussled with me, and never once publicly supported my critique.",technical_assessment,descriptive,tier_2,llms,2026-01-06,2026-01-06,1,the-false-glorification-of-yann-lecun,https://garymarcus.substack.com/p/the-false-glorification-of-yann-lecun,claim_01081
cluster_f5e6515250d1,what has happened is a serious precedent that needs to be taken very seriously adding with the popularisation of chatgpt the general public has discovered the potential of artificial intelligence in our lives like never before,"What has happened is a serious precedent that needs to be taken very seriously”, adding “With the popularisation of ChatGPT, the general public has discovered the potential of artificial intelligence in our lives like never before.",technical_assessment,descriptive,tier_2,llms,2023-04-04,2023-04-04,1,the-first-known-chatbot-associated,https://garymarcus.substack.com/p/the-first-known-chatbot-associated,claim_00190
cluster_f47a23765658,what geoff has left out is any reference to all of the colossally stupid and ungrounded things generative ai systems do routinely like fabricating the other night that liz cheney had replaced kevin mccarthy as speaker by 220 215 vote that never happened or learning that tom cruise s is the son of mary pfeiffer and yet not being able to infer that mary pfeiffer is tom cruise s mother or claiming that two pounds of feathers way less than one pound of bricks,"What Geoff has left out is any reference to all of the colossally stupid and ungrounded things generative AI systems do routinely, like fabricating the other night that Liz Cheney had replaced Kevin McCarthy as Speaker, by 220-215 vote that never happened , or learning that Tom Cruise’s is the son of Mary Pfeiffer and yet not being able to infer that Mary Pfeiffer is Tom Cruise’s mother , or claiming that two pounds of feathers way less than one pound of bricks .",technical_assessment,descriptive,tier_2,general_ai,2023-10-10,2023-10-10,1,what-was-60-minutes-thinking-in-that,https://garymarcus.substack.com/p/what-was-60-minutes-thinking-in-that,claim_00287
cluster_540c27f835db,what aspects of cicero s execution architecture training architecture or general methodological approach will be useful if we want to build an ai that is useful for some complex interaction with people outside the closed and limited world of diplomacy,"What aspects of Cicero’s execution architecture, training architecture, or general methodological approach will be useful if we want to build an AI that is useful for some complex interaction with people outside the closed and limited world of Diplomacy?",prediction,predictive,tier_3,general_ai,2023-02-14,2023-02-14,1,what-does-meta-ais-diplomacy-winning,https://garymarcus.substack.com/p/what-does-meta-ais-diplomacy-winning,claim_00083
cluster_c26f49a06df5,we would never leave the pharmaceutical industry to entirely self regulate itself and we shouldn t leave ai to do so either,"We would never leave the pharmaceutical industry to entirely self-regulate itself, and we shouldn’t leave AI to do so, either.",technical_assessment,descriptive,tier_2,regulation,2023-06-08,2023-06-08,1,two-models-of-ai-oversight-and-how,https://garymarcus.substack.com/p/two-models-of-ai-oversight-and-how,claim_00217
cluster_5b138525cbca,we will publish a full report next week but it is already clear that what we are finding poses serious challenges for generative ai,"We will publish a full report next week, but it is already clear that what we are finding poses serious challenges for generative AI.",prediction,predictive,tier_3,general_ai,2023-12-29,2023-12-29,1,things-are-about-to-get-a-lot-worse,https://garymarcus.substack.com/p/things-are-about-to-get-a-lot-worse,claim_00363
cluster_837f47bbec67,we will eventually see search engines that return neatly written paragraphs and eventually see ai agents that can organize lives,"We will eventually see search engines that return neatly written paragraphs, and eventually see AI agents that can organize lives.",prediction,predictive,tier_3,general_ai,2023-10-27,2023-10-27,1,why-driverless-cars-mightor-might,https://garymarcus.substack.com/p/why-driverless-cars-mightor-might,claim_00331
cluster_1e12297058e5,we will eventually get to something better but continuing to put all our eggs in the henrietta s llm basket is absurd to the point of being delusional,"We will eventually get to something better, but continuing to put all our eggs in the Henrietta’s LLM basket is absurd to the point of being delusional .",prediction,predictive,tier_2,llms,2025-05-05,2025-05-05,1,why-do-large-language-models-hallucinate,https://garymarcus.substack.com/p/why-do-large-language-models-hallucinate,claim_00818
cluster_b68ed52fca61,we should absolutely want any ai that is used for war to be as precise and reliable as possible minimizing casualties but we should also never forget that those who use them are responsible for decisions about how many casualties are acceptable,"We should absolutely want any AI that is used for war to be as precise and reliable as possible, minimizing casualties, but we should also never forget that those who use them are responsible for decisions about how many casualties are acceptable.",policy,normative,tier_3,general_ai,2026-03-01,2026-03-01,1,is-ai-already-killing-people-by-accident,https://garymarcus.substack.com/p/is-ai-already-killing-people-by-accident,claim_01151
