cluster2_id,theme_label,target_mode,claim_type_mode,category_mode,falsifiability_tier_mode,first_date,last_date,occurrences,distinct_posts,horizon_values,goalpost_shift_candidate,representative_quote,supporting_claim_ids,source_urls
cluster2_0e574251b500,people_want_closed_architecture,general_ai,predictive,prediction,tier_3,2023-02-14,2023-02-14,1,1,,no,"What aspects of Cicero’s execution architecture, training architecture, or general methodological approach will be useful if we want to build an AI that is useful for some complex interaction with people outside the closed and limited world of Diplomacy?",claim_00083,https://garymarcus.substack.com/p/what-does-meta-ais-diplomacy-winning
cluster2_1a315df08ad3,formal_suited_amount_saw,general_ai,descriptive,technical_assessment,tier_3,2023-02-14,2023-02-14,1,1,,no,"This week saw a formal proof by William Merrill, Alex Warstadt, and Tal Linzen arguing that “current neural LMs are not well suited” to extracting natural language semantics “without an infeasible amount of data” .",claim_00084,https://garymarcus.substack.com/p/what-game-over-for-the-latest-paradigm
cluster2_80773baf99b8,breast_tell_develop_prone,general_ai,normative,policy,tier_3,2023-02-15,2023-02-15,1,1,,no,"The core of that threat comes from the combination of three facts: • these systems are inherently unreliable, frequently making errors of both reasoning and fact, and prone to hallucination ; ask them to explain why crushed porcelain is good in breast milk , and they may tell you that “porcelain can help to balance the nutritional content of the milk, providing the infant with the nutrients they need to help grow and develop”.",claim_00085,https://garymarcus.substack.com/p/ais-jurassic-park-moment
cluster2_d42ae65272b0,build_unleashed_fourth_what,general_ai,normative,policy,tier_3,2023-02-15,2023-02-15,1,1,,no,"Fourth, we are going to need to build a new kind of AI to fight what has been unleashed.",claim_00087,https://garymarcus.substack.com/p/ais-jurassic-park-moment
cluster2_0068b78a8af5,meanwhile_any_said_correct,general_ai,predictive,prediction,tier_2,2023-02-15,2023-02-15,1,1,,no,"Meanwhile, a friend with access to Neeva.com, just ran a query about my views and got back a bio that is about 90% correct, but 10% frightening, falsely attributing to me a claim that I (noted skeptic of contemporary AI) think that “90% of jobs will be provided by AI in a few years.” (Spoiler alert: I never said any such thing).",claim_00090,https://garymarcus.substack.com/p/is-chatgpt-really-a-code-red-for
cluster2_a0cf35746917,hype_off_important_cautiously,general_ai,predictive,prediction,tier_2,2023-02-16,2023-02-16,1,1,,no,"But I am cautiously optimistic that we’ll do better in the next 75, that once the hype cools off, people will finally dive deeper into neurosymbolic AI, and start to take some important steps.",claim_00112,https://garymarcus.substack.com/p/agi-will-not-happen-in-your-lifetime
cluster2_d295223ce0a0,squishy_mind_today_near,general_ai,predictive,prediction,tier_3,2023-02-16,2023-02-16,1,1,,no,I don't see anything in the near future of computing that will compress what needs to get AI from where it is today to where it needs to be to form a non-squishy mind.,claim_00115,https://garymarcus.substack.com/p/agi-will-not-happen-in-your-lifetime
cluster2_ef00ad63aa88,random_set_instill_which,general_ai,descriptive,technical_assessment,tier_3,2023-02-16,2023-02-16,1,1,,no,"(Aside for another day: I think that better AI, in which we could directly instill values, might actually make us safer than the world in which we inhabit now, in which so much of what happens is down to the vagaries of what happens to be in this or that training set; I don’t leave my kids moral development to chance, and it terrifies me that so much of current AI is dependent on random details of training corpora that are not available to scientists for inquiry.",claim_00117,https://garymarcus.substack.com/p/agi-will-not-happen-in-your-lifetime
cluster2_307fcff5fb0b,outside_currently_effort_streetlight,general_ai,predictive,prediction,tier_2,2023-02-16,2023-02-16,1,1,,no,So I don’t think we will waste more than 5 years before a substantial fraction of AI effort is looking outside the limited streetlight that currently are sucking up so much mental energy.,claim_00123,https://garymarcus.substack.com/p/agi-will-not-happen-in-your-lifetime
cluster2_dcd36087260e,know_reasonable_bit_momentous,general_ai,predictive,prediction,tier_3,2023-02-16,2023-02-16,1,1,,no,"And yes, when we have an AI that can say “I don’t know how to do X but I do have the skills to figure out how to do X and so I will go that, play with it a bit, and then keep trying to do X until I get a reasonable result” that will be a momentous shift.",claim_00127,https://garymarcus.substack.com/p/agi-will-not-happen-in-your-lifetime
cluster2_75e9d34470c3,consierable_hubris_bias_progress,general_ai,normative,policy,tier_3,2023-02-16,2023-02-16,1,1,,no,"To be fair, I must recognize that I have consierable bias and hubris in what I just said, because - as a systems architect - I'm looking at the future of AI from the lens of architecture, and I see progress lacking.",claim_00128,https://garymarcus.substack.com/p/agi-will-not-happen-in-your-lifetime
cluster2_7aab16dd1729,show_know_worse_even,general_ai,descriptive,technical_assessment,tier_3,2023-02-16,2023-02-16,1,1,,no,"If you don’t know that, you are not up on the AI literature; if you do know that, you show that you just don’t care, which is even worse.",claim_00132,https://garymarcus.substack.com/p/scientists-please-dont-let-your-chatbots
cluster2_fcd22bc90194,establishing_people_these_understood,general_ai,descriptive,technical_assessment,tier_1,2023-02-18,2023-02-18,1,1,,no,"Seven years of AI has taught us that deep learning is unpredictable, and not always human like. “Adversarial attacks” like these have shown remarkable weakness, time and again, repeatedly establishing that what deep learning systems do just isn’t the same as what people do: Partly for that reason, I always wondered whether AlphaGo really and deeply understood Go, or whether it was relying in part on massive data without true depth.",claim_00138,https://garymarcus.substack.com/p/david-beats-go-liath
cluster2_0be85e528f8d,circumstances_know_extend_amount,general_ai,descriptive,technical_assessment,tier_2,2023-02-18,2023-02-18,1,1,,no,"Pellrine’s victory is a profound reminder that no matter how good deep-learning-driven AI looks when it is trained on an immense amount of data, we can never be sure that systems of this sort really can extend what they know to novel circumstances.",claim_00139,https://garymarcus.substack.com/p/david-beats-go-liath
cluster2_3b4d6ff6f71e,certainly_training_may_answer,general_ai,predictive,prediction,tier_3,2023-02-18,2023-02-18,1,1,,no,"These will certainly be in the AI’s training material, and it may have memorized the answer.",claim_00145,https://garymarcus.substack.com/p/how-not-to-test-gpt-3
cluster2_54ad64945337,important_whether_all_things,general_ai,descriptive,technical_assessment,tier_2,2023-02-18,2023-02-18,1,1,,no,"The important issue is not whether the AI can be tricked, it’s whether the AI understands things at all.",claim_00146,https://garymarcus.substack.com/p/how-not-to-test-gpt-3
cluster2_021ce84274ec,description_brief_text_verification,general_ai,normative,policy,tier_3,2023-02-18,2023-02-18,1,1,,no,"In adding an example, the model that generated it, a brief description of the error, and either a screenshot or the text of the example are required, and, for verification purposes, you must supply an email address, which is not published.",claim_00152,https://garymarcus.substack.com/p/large-language-models-like-chatgpt
cluster2_f47dc98a092d,media_even_tech_free,general_ai,predictive,prediction,tier_3,2023-02-22,2023-02-22,1,1,,no,"To my knowledge, tech companies are free to leverage a human gullibility around chatbot technologies however they like, without consequence, just as big teach companies previously leveraged to a human need for attention to the point of creating addictions to social media, even to the point of sometimes causing “ Twitter poisoning ”; with the new generation of chatbots, we will see addictions no less potent.",claim_00159,https://garymarcus.substack.com/p/dont-go-breaking-my-heart
cluster2_e73a0de19dfb,effort_words_misses_entirely,general_ai,normative,policy,tier_3,2023-03-12,2023-03-12,1,1,,no,"Aaronson’s biggest error, now corrected, sort of, in bold, is in assuming that Chomsky has spent his life in some sort of failed effort to build AI, which kind of entirely misses the point of Chomsky’s piece (which says in so many words that we need to study the mind first before we try to make AI) and also utterly misrepresents Chomsky’s career.",claim_00172,https://garymarcus.substack.com/p/caricaturing-noam-chomsky
cluster2_d2f654ef991f,remain_source_all_said,general_ai,descriptive,technical_assessment,tier_2,2023-03-12,2023-03-12,1,1,,no,"If Aaronson had bothered to ask, I am pretty sure Chomsky would have said, roughly, “since the ways in which humans acquire language remain a mystery, all this AI engineering is missing a source of insight that is likely to be essential, so it’s premature.",claim_00173,https://garymarcus.substack.com/p/caricaturing-noam-chomsky
cluster2_3018ca55d793,straight_class_headline_wrong,general_ai,descriptive,technical_assessment,tier_3,2023-03-18,2023-03-18,1,1,,no,"Here’s some first-class AI doublespeak, straight from the Ministry of Damage Control, mostly from just this past week: CNBC Headline Except when those wrong answers are not.",claim_00180,https://garymarcus.substack.com/p/this-week-in-ai-doublespeak
cluster2_c484cf26174e,random_tell_idea_said,general_ai,normative,policy,tier_3,2023-03-25,2023-03-25,1,1,,no,"Imagine if some random crank said, I have a really great idea, and you should give me a lot of scientific credibility for it, but I am not going to tell you a thing about how it works, just going to show you the output of my model.",claim_00182,https://garymarcus.substack.com/p/the-sparks-of-agi-or-the-end-of-science
cluster2_e0e71bd9756a,all_technology_people_mostaque,general_ai,normative,policy,tier_3,2023-03-30,2023-03-30,1,1,,no,"I am with Stability AI founder Emad Mostaque in his read on how most people actually working on this stuff see things: Emad @EMostaque Like all the top labs agree this technology could be dangerous, that stuff should be more transparent, governance better and safeguards put in place.",claim_00185,https://garymarcus.substack.com/p/the-open-letter-controversy
cluster2_ea73c1cf47c3,who_robust_today_object,general_ai,normative,policy,tier_3,2023-04-02,2023-04-02,1,1,,no,"AI research and development should be refocused on making today's powerful, state-of-the-art systems more accurate, safe, interpretable, transparent, robust, aligned, trustworthy, and loyal./ Who on earth could actually object to that?",claim_00188,https://garymarcus.substack.com/p/i-am-not-afraid-of-robots-i-am-afraid
cluster2_d816b64034d0,ultimately_remain_medical_those,general_ai,descriptive,technical_assessment,tier_2,2023-04-04,2023-04-04,1,1,,no,"Ultimately I see the societal impact of those three as likely larger than the chatbot-administered medical and psychiatric advice, but I do remain quite concerned about the implications of not always competent medical and psychiatric advice.",claim_00193,https://garymarcus.substack.com/p/the-first-known-chatbot-associated
cluster2_4ce0672a5316,invent_something_china_wins,general_ai,causal,prediction,tier_3,2023-04-09,2023-04-09,1,1,,no,"If China wins the AI war it will be partly because of data, partly because of choices about how to allocate resources, and partly because they ultimately do a better job educating their citizens and become the first to invent something new, and not because they scale up the exciting but rickety contraption that’s currently obsessing the West.",claim_00201,https://garymarcus.substack.com/p/gpt-5-and-irrational-exuberance
cluster2_4f95bed562f8,hype_thinking_making_machines,general_ai,descriptive,technical_assessment,tier_3,2023-04-17,2023-04-17,1,1,,no,"When we do so, we amplify the hype around AI, and lead people into thinking that these machines are trustworthy oracles capable of manipulation or decision-making, which they are not.",claim_00202,https://garymarcus.substack.com/p/stop-treating-ai-models-like-people
